gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
0.8,0,0.686,0.56,0,0
0.8,1,0.688,0.582,0,0
0.8,2,0.688,0.572,0,0
0.8,3,0.68,0.58,0,0
0.8,4,0.694,0.596,0,0
0.8,5,0.698,0.59,0,0
0.8,6,0.696,0.55,0,0
0.8,7,0.694,0.572,0,0
0.8,8,0.684,0.576,0,0
0.8,9,0.69,0.576,0,0
1.0,0,0.69,0.566,0,0
1.0,1,0.704,0.556,0,0
1.0,2,0.7,0.54,0,0
1.0,3,0.68,0.558,0,0
1.0,4,0.688,0.562,0,0
1.0,5,0.694,0.566,0,0
1.0,6,0.7,0.564,0,0
1.0,7,0.686,0.558,0,0
1.0,8,0.69,0.548,0,0
1.0,9,0.688,0.558,0,0
