gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.5684,0.5012,0,0
1.0,1,0.5644,0.4944,0,0
1.0,2,0.566,0.4932,0,0
1.0,3,0.5696,0.49,0,0
1.0,4,0.5592,0.4976,0,0
1.0,5,0.5624,0.4916,0,0
1.0,6,0.5588,0.5048,0,0
1.0,7,0.5672,0.5044,0,0
1.0,8,0.562,0.5072,0,0
1.0,9,0.5664,0.4992,0,0
