gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.378,0.03,0.52,0.986
1.0,1,0.508,0.138,0.35,0.85
1.0,2,0.454,0.132,0.35,0.852
1.0,3,0.428,0.194,0.33,0.776
1.0,4,0.41,0.206,0.32,0.76
1.0,5,0.384,0.214,0.43,0.75
1.0,6,0.364,0.222,0.39,0.726
1.0,7,0.36,0.248,0.36,0.69
1.0,8,0.306,0.226,0.38,0.706
1.0,9,0.142,0.208,0.47,0.702
