gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
0.5,0,2.802,2.782,0,0
0.5,1,2.796,2.794,0,0
0.5,2,2.814,2.76,0,0
0.5,3,2.81,2.806,0,0
0.5,4,2.82,2.772,0,0
0.5,5,2.814,2.764,0,0
0.5,6,2.84,2.796,0,0
0.5,7,2.842,2.78,0,0
0.5,8,2.82,2.758,0,0
0.5,9,2.838,2.766,0,0
