gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.636,0.574,0,0
1.0,1,0.648,0.58,0,0
1.0,2,0.65,0.582,0,0
1.0,3,0.646,0.574,0,0
1.0,4,0.65,0.562,0,0
1.0,5,0.654,0.568,0,0
1.0,6,0.646,0.568,0,0
1.0,7,0.648,0.59,0,0
1.0,8,0.644,0.564,0,0
1.0,9,0.648,0.566,0,0
