gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
0.5,0,2.482,2.018,0.98,1.6
0.5,1,2.652,2.162,0.88,1.578
0.5,2,2.686,2.14,0.98,1.602
0.5,3,2.658,2.112,1.13,1.572
0.5,4,2.636,2.372,1.15,1.146
0.5,5,2.57,2.572,1.13,0.518
0.5,6,2.48,2.712,1.24,0.268
0.5,7,2.464,2.756,1.23,0.178
0.5,8,2.388,2.76,1.34,0.128
0.5,9,2.352,2.79,1.53,0.14
