gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.4368,0.2348,0.454,0.4132
1.0,1,0.5084,0.314,0.366,0.27
1.0,2,0.4724,0.272,0.382,0.2828
1.0,3,0.42,0.24,0.456,0.2696
1.0,4,0.3936,0.236,0.51,0.2848
1.0,5,0.3428,0.234,0.568,0.29
1.0,6,0.3324,0.2472,0.542,0.2944
1.0,7,0.3192,0.242,0.518,0.3004
1.0,8,0.2968,0.2332,0.536,0.3168
