gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.4984,0.4532,0.2,0.3012
1.0,1,0.5308,0.5068,0.186,0.216
1.0,2,0.5392,0.5144,0.218,0.216
1.0,3,0.5324,0.5212,0.23,0.2128
1.0,4,0.5244,0.516,0.234,0.2072
1.0,5,0.5188,0.528,0.228,0.1908
1.0,6,0.5028,0.5284,0.218,0.19
1.0,7,0.4948,0.5288,0.238,0.18
1.0,8,0.4864,0.538,0.27,0.1952
