gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
0.8,0,0.705,0.625,0,0
0.8,1,0.705,0.645,0,0
0.8,2,0.69,0.63,0,0
0.8,3,0.705,0.615,0,0
0.8,4,0.69,0.63,0,0
0.8,5,0.71,0.61,0,0
0.8,6,0.69,0.635,0,0
0.8,7,0.705,0.625,0,0
0.8,8,0.69,0.63,0,0
0.8,9,0.695,0.635,0,0
1.0,0,0.7,0.615,0,0
1.0,1,0.7,0.62,0,0
1.0,2,0.715,0.625,0,0
1.0,3,0.71,0.625,0,0
1.0,4,0.7,0.635,0,0
1.0,5,0.705,0.64,0,0
1.0,6,0.705,0.62,0,0
1.0,7,0.7,0.62,0,0
1.0,8,0.695,0.63,0,0
1.0,9,0.7,0.62,0,0
