gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr,undefended_input_tokens,undefended_output_tokens,defended_input_tokens,defended_output_tokens,undefended_total_time_sec,defended_total_time_sec
1,0,0.0,0.528,0.0,0.168,0.0,0.0,117099.0,65259.4,0.0,747.94
1,1,0.0,0.554,0.0,0.186,0.0,0.0,116662.6,62296.2,0.0,766.87
1,2,0.0,0.576,0.0,0.194,0.0,0.0,116706.6,61691.6,0.0,720.08
1,3,0.0,0.57,0.0,0.222,0.0,0.0,116912.8,60351.0,0.0,725.43
1,4,0.0,0.566,0.0,0.19,0.0,0.0,116588.2,61502.8,0.0,722.53
1,5,0.0,0.544,0.0,0.176,0.0,0.0,116196.0,59596.2,0.0,771.48
1,6,0.0,0.548,0.0,0.186,0.0,0.0,116426.4,59039.4,0.0,709.13
