gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.558,0.344,0.37,0.584
1.0,1,0.612,0.456,0.3,0.504
1.0,2,0.562,0.48,0.36,0.506
1.0,3,0.592,0.466,0.38,0.462
1.0,4,0.586,0.448,0.38,0.51
1.0,5,0.538,0.49,0.44,0.45
1.0,6,0.536,0.494,0.4,0.462
1.0,7,0.502,0.49,0.42,0.474
1.0,8,0.452,0.456,0.45,0.494
1.0,9,0.388,0.432,0.53,0.486
