gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.6052,0.48,0,0
1.0,1,0.6092,0.476,0,0
1.0,2,0.604,0.4748,0,0
1.0,3,0.6008,0.472,0,0
1.0,4,0.608,0.4784,0,0
1.0,5,0.604,0.4736,0,0
1.0,6,0.6016,0.4776,0,0
1.0,7,0.6032,0.4724,0,0
1.0,8,0.6032,0.478,0,0
1.0,9,0.6068,0.4712,0,0
