gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.3608,0.1068,0.47,0.8936
1.0,1,0.4072,0.2168,0.392,0.6828
1.0,2,0.3608,0.1804,0.458,0.7652
1.0,3,0.3072,0.1992,0.532,0.7124
1.0,4,0.2828,0.2092,0.554,0.6852
1.0,5,0.244,0.23,0.572,0.6388
1.0,6,0.2332,0.2816,0.594,0.56
1.0,7,0.2164,0.2924,0.572,0.556
1.0,8,0.214,0.3144,0.61,0.4868
1.0,9,0.1136,0.2836,0.654,0.5128
