rep_idx,acc,asr,initial_acc,initial_asr,input_tokens,output_tokens,total_time_sec,defense_method,gamma,attack_method,attackpos,model_name,dataset_name,dataset_size
0,0.362,0.278,0.168,0.408,1086341,16000,260.23,astuterag,1.0,PIA,0,mistral7b,open_nq_sorted,500
1,0.364,0.272,0.162,0.408,1086341,16000,260.52,astuterag,1.0,PIA,0,mistral7b,open_nq_sorted,500
2,0.37,0.268,0.16,0.408,1086341,16000,260.57,astuterag,1.0,PIA,0,mistral7b,open_nq_sorted,500
0,0.35,0.276,0.168,0.408,1086341,16000,239.85,astuterag,1.0,PIA,0,mistral7b,open_nq_sorted,500
1,0.374,0.264,0.16,0.408,1086341,16000,238.98,astuterag,1.0,PIA,0,mistral7b,open_nq_sorted,500
