gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.6048,0.5544,0,0
1.0,1,0.6016,0.5584,0,0
1.0,2,0.6052,0.5608,0,0
1.0,3,0.6048,0.5592,0,0
1.0,4,0.6056,0.5636,0,0
1.0,5,0.6032,0.554,0,0
1.0,6,0.6036,0.5604,0,0
