gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.5412,0.4124,0.198,0.2784
1.0,1,0.5488,0.5004,0.186,0.1616
1.0,2,0.5476,0.528,0.2,0.1248
1.0,3,0.5388,0.5232,0.244,0.1188
1.0,4,0.5328,0.5232,0.252,0.1212
