gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.65,0.67,0,0
1.0,1,0.648,0.682,0,0
1.0,2,0.658,0.65,0,0
1.0,3,0.654,0.668,0,0
1.0,4,0.648,0.66,0,0
1.0,5,0.66,0.682,0,0
1.0,6,0.656,0.684,0,0
1.0,7,0.652,0.678,0,0
1.0,8,0.632,0.672,0,0
1.0,9,0.65,0.682,0,0
