gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
0.5,0,1.748,1.338,2.42,3.004
0.5,1,2.044,1.842,1.97,2.402
0.5,2,1.8,1.922,2.34,2.232
0.5,3,1.55,1.966,2.68,2.092
0.5,4,1.39,2.188,2.64,1.51
0.5,5,1.252,2.538,2.93,0.73
0.5,6,1.186,2.714,2.94,0.326
0.5,7,1.102,2.754,2.87,0.206
0.5,8,1.082,2.73,2.96,0.16
0.5,9,0.604,2.754,3.19,0.134
