gamma,rank,undefended_acc,defended_acc,undefended_asr,defended_asr
1.0,0,0.5612,0.5916,0,0
1.0,1,0.5616,0.5924,0,0
1.0,2,0.5584,0.5888,0,0
1.0,3,0.566,0.59,0,0
1.0,4,0.5636,0.5956,0,0
1.0,5,0.5588,0.5984,0,0
1.0,6,0.5624,0.5964,0,0
1.0,7,0.5588,0.5928,0,0
1.0,8,0.5644,0.5944,0,0
